user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
1407.0,43.0,Female,Mobile,9.17,10.0,3.0,8.0,1.0,0.0,0.0,6.04,90.65,1.0
1408.0,58.0,Male,Desktop,7.35,7.0,8.0,9.0,1.0,1.0,1.0,9.32,50.63,1.0
1409.0,20.0,Male,Desktop,27.86,,6.0,3.0,1.0,0.0,0.0,29.72,75.07,1.0
1410.0,23.0,Female,Mobile,17.58,13.0,13.0,2.0,1.0,1.0,0.0,22.19,96.96,1.0
1411.0,22.0,Male,Desktop,4.04,14.0,8.0,8.0,0.0,0.0,1.0,5.73,82.78,1.0
1412.0,22.0,Male,Mobile,6.6,6.0,10.0,6.0,1.0,0.0,1.0,5.51,85.44,1.0
1413.0,40.0,Male,Mobile,29.97,,12.0,8.0,0.0,0.0,0.0,32.1,40.73,1.0
1414.0,26.0,Male,Mobile,6.67,9.0,12.0,3.0,0.0,0.0,0.0,8.59,9.17,1.0
1415.0,52.0,Female,Mobile,18.7,16.0,9.0,2.0,1.0,1.0,0.0,27.8,96.6,1.0
1416.0,37.0,Female,,13.18,12.0,6.0,9.0,1.0,0.0,0.0,14.66,69.58,
1417.0,59.0,Male,Mobile,26.68,16.0,1.0,7.0,1.0,1.0,,,17.12,1.0
1418.0,52.0,Female,Tablet,22.9,5.0,11.0,3.0,1.0,1.0,1.0,30.83,97.38,1.0
1419.0,35.0,Male,Mobile,18.31,11.0,1.0,9.0,0.0,1.0,0.0,22.91,71.58,1.0
1420.0,34.0,Female,Desktop,1.31,1.0,1.0,2.0,1.0,0.0,0.0,1.89,9.04,1.0
1421.0,41.0,Female,Desktop,26.51,10.0,4.0,3.0,0.0,0.0,0.0,19.34,17.08,1.0
1422.0,20.0,Female,Desktop,13.9,11.0,0.0,1.0,0.0,1.0,0.0,19.57,,1.0
1423.0,49.0,Female,Desktop,28.02,15.0,12.0,3.0,1.0,0.0,1.0,19.81,95.38,1.0
,52.0,Female,Mobile,15.37,3.0,6.0,6.0,0.0,1.0,1.0,16.37,36.48,1.0
1425.0,55.0,Male,Desktop,21.13,15.0,1.0,2.0,0.0,1.0,0.0,21.61,41.33,1.0
1426.0,30.0,Female,Desktop,3.01,11.0,3.0,0.0,0.0,1.0,0.0,,39.55,1.0
1427.0,42.0,Male,Mobile,22.61,9.0,8.0,9.0,1.0,1.0,0.0,20.32,83.54,1.0
1428.0,26.0,Male,Desktop,10.8,2.0,7.0,7.0,0.0,1.0,0.0,6.95,45.33,1.0
1429.0,21.0,Female,Mobile,11.19,12.0,9.0,5.0,1.0,0.0,1.0,13.5,37.53,1.0
1430.0,31.0,Male,,4.44,16.0,1.0,2.0,0.0,1.0,1.0,4.91,62.19,1.0
1431.0,54.0,Female,Desktop,5.26,16.0,13.0,7.0,0.0,,1.0,6.98,49.05,1.0
1432.0,51.0,Male,Mobile,6.39,1.0,3.0,5.0,1.0,1.0,0.0,8.04,53.34,1.0
1433.0,28.0,,Desktop,10.52,16.0,3.0,0.0,0.0,0.0,0.0,14.67,40.7,1.0
1434.0,58.0,Female,Mobile,26.87,6.0,1.0,8.0,1.0,1.0,0.0,35.98,46.05,1.0
1435.0,20.0,Female,Mobile,11.68,14.0,1.0,8.0,0.0,0.0,0.0,13.85,3.6,1.0
1436.0,45.0,Female,Mobile,22.01,11.0,4.0,8.0,0.0,0.0,1.0,21.26,92.58,1.0
1437.0,46.0,Female,Mobile,3.4,1.0,10.0,5.0,1.0,0.0,0.0,,3.06,1.0
1438.0,,Male,Desktop,18.14,17.0,3.0,5.0,0.0,1.0,0.0,14.65,77.28,1.0
1439.0,20.0,Female,Mobile,14.97,19.0,14.0,3.0,1.0,1.0,1.0,18.38,29.83,1.0
1440.0,42.0,Male,Mobile,29.36,2.0,7.0,7.0,0.0,1.0,0.0,16.43,11.23,1.0
1441.0,51.0,Male,Mobile,25.54,14.0,3.0,8.0,1.0,0.0,0.0,32.09,60.97,1.0
1442.0,29.0,Male,Mobile,14.19,8.0,14.0,6.0,0.0,0.0,0.0,14.42,70.7,1.0
1443.0,59.0,Male,Desktop,23.48,6.0,14.0,6.0,1.0,0.0,0.0,32.12,63.02,1.0
1444.0,26.0,Male,Mobile,6.6,9.0,7.0,1.0,1.0,1.0,,7.65,57.61,1.0
1445.0,32.0,Male,,17.31,5.0,13.0,1.0,1.0,1.0,1.0,22.48,53.62,1.0
1446.0,57.0,Female,Tablet,3.16,5.0,4.0,9.0,0.0,1.0,0.0,2.12,54.11,1.0
1447.0,42.0,Male,Desktop,11.09,18.0,0.0,1.0,1.0,1.0,1.0,7.46,86.54,1.0
1448.0,22.0,Male,Desktop,7.55,14.0,13.0,3.0,0.0,1.0,0.0,5.37,9.02,1.0
1449.0,28.0,Male,Mobile,21.85,12.0,13.0,8.0,1.0,1.0,1.0,18.21,15.74,1.0
1450.0,51.0,Female,Mobile,15.21,12.0,8.0,4.0,1.0,1.0,1.0,21.36,81.27,1.0
1451.0,41.0,Female,Desktop,22.78,6.0,7.0,,1.0,1.0,1.0,29.03,30.3,1.0
1452.0,32.0,Male,Desktop,15.94,4.0,0.0,,0.0,1.0,0.0,13.78,77.16,1.0
1453.0,55.0,Female,Desktop,3.51,15.0,11.0,6.0,1.0,0.0,0.0,4.98,35.27,1.0
1454.0,25.0,Male,Desktop,22.33,15.0,2.0,4.0,0.0,0.0,0.0,28.56,92.54,1.0
1455.0,,Female,Mobile,25.16,17.0,2.0,7.0,,1.0,0.0,29.09,28.13,1.0
1456.0,43.0,Male,Mobile,27.2,3.0,14.0,0.0,1.0,1.0,1.0,25.47,42.69,1.0
1457.0,35.0,Female,Desktop,17.59,10.0,,4.0,1.0,0.0,1.0,20.26,15.88,1.0
1458.0,23.0,Female,Desktop,22.85,8.0,6.0,3.0,0.0,1.0,0.0,24.98,66.67,1.0
1459.0,54.0,Female,Mobile,22.81,9.0,0.0,2.0,1.0,0.0,1.0,29.24,40.29,1.0
1460.0,30.0,Male,Desktop,5.52,3.0,0.0,6.0,0.0,0.0,1.0,4.01,94.12,1.0
1461.0,45.0,Male,Mobile,5.76,1.0,9.0,9.0,1.0,0.0,1.0,7.98,1.57,1.0
1462.0,22.0,,Mobile,3.06,11.0,12.0,0.0,0.0,0.0,0.0,3.34,38.77,1.0
1463.0,30.0,Female,Desktop,10.28,13.0,,5.0,0.0,1.0,0.0,13.43,2.36,1.0
1464.0,34.0,Female,Desktop,14.73,12.0,13.0,7.0,1.0,1.0,1.0,12.48,32.9,1.0
1465.0,57.0,Male,Mobile,29.94,7.0,4.0,,1.0,1.0,0.0,26.7,38.02,1.0
1466.0,49.0,Female,Mobile,13.5,2.0,11.0,5.0,0.0,1.0,0.0,19.4,25.81,1.0
1467.0,46.0,Male,Mobile,22.06,1.0,11.0,0.0,0.0,1.0,1.0,24.75,25.55,
1468.0,20.0,,Desktop,21.11,3.0,12.0,,0.0,1.0,0.0,17.26,26.01,1.0
1469.0,57.0,Male,Mobile,6.93,4.0,2.0,5.0,1.0,1.0,1.0,4.03,26.63,1.0
1470.0,51.0,Male,Desktop,2.7,17.0,12.0,4.0,0.0,0.0,0.0,2.52,28.23,1.0
1471.0,57.0,Female,Tablet,16.83,18.0,2.0,6.0,1.0,0.0,0.0,22.71,85.13,1.0
1472.0,44.0,Female,,21.31,17.0,3.0,4.0,1.0,0.0,1.0,16.01,3.91,1.0
1473.0,30.0,Female,Mobile,29.95,19.0,14.0,7.0,0.0,1.0,0.0,40.74,98.89,1.0
1474.0,50.0,Male,Desktop,11.4,4.0,12.0,1.0,0.0,0.0,0.0,7.54,28.15,1.0
1475.0,23.0,Female,Mobile,26.99,17.0,10.0,5.0,0.0,1.0,1.0,17.0,2.79,1.0
1476.0,41.0,Male,Mobile,12.08,2.0,9.0,4.0,0.0,1.0,0.0,13.36,17.52,1.0
1477.0,36.0,Male,Mobile,20.99,10.0,1.0,9.0,0.0,1.0,0.0,27.38,94.19,1.0
1478.0,33.0,Male,Mobile,18.35,12.0,12.0,1.0,0.0,0.0,1.0,23.49,99.75,1.0
1479.0,57.0,Male,Tablet,2.54,13.0,8.0,6.0,0.0,0.0,1.0,2.65,24.68,1.0
1480.0,45.0,Male,Mobile,3.27,11.0,12.0,3.0,1.0,,1.0,3.72,22.54,1.0
1481.0,50.0,Male,Mobile,1.6,8.0,11.0,5.0,0.0,0.0,1.0,1.21,83.61,1.0
1482.0,58.0,Female,Tablet,11.75,5.0,3.0,4.0,0.0,0.0,1.0,12.35,91.42,1.0
1483.0,30.0,Female,Mobile,22.63,2.0,9.0,3.0,0.0,0.0,1.0,16.02,65.04,1.0
1484.0,42.0,Female,Desktop,6.01,12.0,2.0,1.0,1.0,0.0,1.0,8.58,93.58,1.0
1485.0,59.0,Female,Mobile,18.57,2.0,9.0,6.0,,1.0,1.0,21.88,95.0,1.0
1486.0,53.0,Male,Mobile,9.38,6.0,10.0,4.0,0.0,1.0,0.0,9.99,75.97,1.0
1487.0,44.0,Male,Tablet,24.11,19.0,6.0,2.0,1.0,0.0,0.0,18.01,34.87,1.0
1488.0,55.0,Female,Mobile,24.15,12.0,12.0,5.0,0.0,1.0,1.0,21.95,14.95,
1489.0,24.0,Female,Mobile,23.49,13.0,8.0,7.0,0.0,1.0,0.0,30.07,51.77,1.0
1490.0,22.0,Female,Mobile,16.22,17.0,11.0,9.0,0.0,1.0,1.0,11.99,28.96,1.0
1491.0,48.0,Female,Mobile,9.25,12.0,12.0,9.0,1.0,1.0,1.0,5.82,11.85,1.0
1492.0,40.0,Female,Mobile,24.47,3.0,1.0,1.0,1.0,1.0,0.0,19.76,39.4,1.0
1493.0,59.0,Female,Mobile,6.4,8.0,13.0,9.0,1.0,1.0,1.0,8.28,47.98,1.0
1494.0,27.0,Female,Mobile,9.4,16.0,5.0,3.0,1.0,0.0,0.0,13.0,66.2,1.0
1495.0,49.0,Female,Desktop,6.33,4.0,4.0,2.0,1.0,1.0,1.0,5.79,22.11,1.0
1496.0,47.0,Male,Mobile,20.55,13.0,0.0,6.0,1.0,1.0,1.0,26.33,86.85,1.0
1497.0,56.0,Male,Mobile,20.9,8.0,10.0,9.0,0.0,0.0,0.0,17.39,18.54,1.0
1498.0,48.0,Male,Mobile,19.92,1.0,6.0,7.0,1.0,0.0,1.0,20.1,99.72,1.0
1499.0,35.0,Male,Tablet,13.05,3.0,0.0,7.0,0.0,0.0,1.0,6.79,55.69,1.0
1500.0,53.0,Female,Tablet,3.9,1.0,9.0,3.0,1.0,1.0,0.0,4.73,14.68,1.0
1501.0,19.0,Male,Desktop,27.42,15.0,8.0,9.0,0.0,0.0,1.0,33.42,83.44,1.0
1502.0,31.0,Female,Desktop,15.72,18.0,3.0,1.0,0.0,1.0,1.0,9.44,25.37,1.0
1503.0,30.0,Male,Mobile,12.8,3.0,13.0,5.0,1.0,1.0,0.0,10.99,18.83,1.0
1504.0,46.0,Female,Mobile,18.08,15.0,7.0,2.0,0.0,1.0,1.0,17.78,13.48,1.0
1505.0,29.0,Female,Desktop,6.59,5.0,,7.0,1.0,0.0,1.0,8.4,55.09,1.0
1506.0,56.0,Male,Desktop,4.84,10.0,4.0,2.0,0.0,1.0,0.0,6.41,87.93,1.0
1507.0,19.0,Male,Mobile,12.76,7.0,2.0,1.0,0.0,0.0,1.0,15.56,89.71,1.0
1508.0,49.0,Female,Mobile,7.59,8.0,3.0,8.0,1.0,1.0,1.0,5.43,78.56,1.0
1509.0,30.0,Female,Tablet,8.08,3.0,11.0,8.0,0.0,1.0,1.0,6.92,58.14,1.0
1510.0,44.0,Female,Desktop,26.88,18.0,3.0,8.0,0.0,0.0,1.0,20.09,52.99,1.0
1511.0,58.0,Male,,16.39,17.0,7.0,2.0,0.0,1.0,1.0,18.64,37.38,1.0
1512.0,34.0,Male,Desktop,15.02,16.0,9.0,1.0,1.0,1.0,0.0,17.23,4.41,1.0
,57.0,Female,Mobile,20.99,13.0,9.0,3.0,0.0,1.0,0.0,10.83,83.66,1.0
1514.0,48.0,Male,Mobile,28.59,4.0,12.0,1.0,0.0,1.0,1.0,35.21,99.95,1.0
1515.0,51.0,Female,Mobile,4.25,3.0,2.0,7.0,1.0,0.0,1.0,3.1,92.08,1.0
1516.0,41.0,Male,Mobile,25.17,11.0,0.0,9.0,0.0,1.0,1.0,32.76,93.3,1.0
1517.0,52.0,Male,Mobile,17.94,2.0,4.0,0.0,0.0,0.0,1.0,23.91,33.32,1.0
1518.0,23.0,Male,Desktop,,18.0,1.0,1.0,1.0,1.0,0.0,6.8,9.93,1.0
1519.0,36.0,Male,Mobile,9.62,4.0,12.0,5.0,0.0,1.0,1.0,8.74,87.16,1.0
1520.0,47.0,Male,Mobile,14.99,17.0,10.0,8.0,0.0,0.0,0.0,12.72,76.38,1.0
1521.0,24.0,Female,Mobile,21.04,6.0,12.0,9.0,1.0,0.0,1.0,19.67,39.04,1.0
1522.0,27.0,Female,Mobile,8.04,10.0,14.0,4.0,1.0,,1.0,8.26,83.36,1.0
1523.0,58.0,Male,Desktop,,11.0,13.0,4.0,1.0,0.0,1.0,12.38,13.87,1.0
1524.0,49.0,Female,Desktop,20.86,5.0,5.0,2.0,0.0,0.0,1.0,29.86,65.11,1.0
1525.0,,Female,Tablet,14.01,18.0,3.0,7.0,0.0,1.0,1.0,14.07,95.34,1.0
1526.0,45.0,Male,Tablet,26.03,10.0,8.0,5.0,0.0,1.0,1.0,14.92,91.04,1.0
1527.0,32.0,Female,Mobile,26.21,9.0,6.0,9.0,0.0,0.0,0.0,39.24,76.08,1.0
1528.0,,Male,Mobile,14.65,16.0,1.0,1.0,0.0,0.0,0.0,14.42,,1.0
1529.0,54.0,Female,Desktop,29.21,10.0,6.0,4.0,0.0,0.0,0.0,42.27,10.26,1.0
1530.0,46.0,Female,Tablet,3.19,10.0,9.0,3.0,0.0,0.0,1.0,2.84,32.47,1.0
1531.0,39.0,Female,Desktop,1.1,4.0,13.0,9.0,0.0,1.0,1.0,0.8,61.74,1.0
1532.0,21.0,Female,Desktop,12.04,14.0,7.0,8.0,0.0,1.0,0.0,14.89,31.65,1.0
1533.0,37.0,Female,Desktop,18.43,8.0,2.0,3.0,0.0,1.0,0.0,17.19,41.31,1.0
1534.0,49.0,Female,Mobile,19.25,1.0,2.0,7.0,1.0,1.0,0.0,26.59,40.36,1.0
1535.0,53.0,Female,Mobile,14.82,16.0,10.0,0.0,0.0,1.0,1.0,14.29,33.58,1.0
1536.0,21.0,Male,Desktop,4.62,17.0,1.0,4.0,1.0,1.0,1.0,3.87,92.35,1.0
1537.0,44.0,Male,Desktop,5.94,10.0,11.0,8.0,0.0,0.0,1.0,8.71,32.0,1.0
1538.0,34.0,Male,Mobile,25.71,6.0,14.0,2.0,1.0,0.0,0.0,,99.35,1.0
1539.0,29.0,Male,Mobile,26.17,7.0,0.0,5.0,1.0,1.0,1.0,18.47,20.93,1.0
1540.0,39.0,Female,Mobile,20.54,18.0,2.0,9.0,1.0,1.0,1.0,20.31,87.26,1.0
1541.0,34.0,Female,Mobile,20.26,2.0,9.0,5.0,0.0,1.0,0.0,12.43,73.23,1.0
1542.0,27.0,Female,Tablet,18.33,9.0,11.0,5.0,0.0,0.0,0.0,11.14,66.88,1.0
1543.0,18.0,Male,Mobile,6.88,5.0,10.0,3.0,1.0,0.0,0.0,9.31,44.53,1.0
1544.0,39.0,Male,Mobile,13.42,8.0,6.0,6.0,0.0,0.0,1.0,19.22,81.66,1.0
1545.0,43.0,Male,Mobile,21.18,5.0,10.0,2.0,1.0,0.0,0.0,26.24,49.22,1.0
1546.0,35.0,Female,Desktop,16.58,15.0,8.0,5.0,0.0,0.0,1.0,24.69,13.55,1.0
1547.0,31.0,Male,Mobile,1.54,8.0,13.0,9.0,1.0,1.0,1.0,0.84,28.05,1.0
1548.0,46.0,Female,Mobile,28.65,5.0,8.0,4.0,1.0,1.0,1.0,23.82,18.24,1.0
1549.0,29.0,Male,Mobile,25.5,5.0,12.0,2.0,1.0,1.0,1.0,16.12,56.96,1.0
1550.0,53.0,Female,Mobile,8.56,17.0,5.0,1.0,1.0,0.0,1.0,10.97,65.54,1.0
1551.0,52.0,Male,Mobile,18.88,9.0,13.0,0.0,1.0,0.0,0.0,26.25,33.59,1.0
1552.0,29.0,Female,Mobile,27.77,2.0,14.0,7.0,0.0,0.0,0.0,26.3,,1.0
1553.0,24.0,Male,Tablet,3.78,1.0,5.0,0.0,0.0,0.0,0.0,5.02,65.87,1.0
1554.0,46.0,Male,Mobile,15.59,11.0,10.0,4.0,1.0,0.0,0.0,21.01,6.2,1.0
1555.0,28.0,Female,Mobile,14.23,15.0,4.0,4.0,0.0,1.0,1.0,9.1,96.57,1.0
1556.0,50.0,Female,Desktop,12.9,1.0,14.0,0.0,0.0,1.0,0.0,11.31,88.73,1.0
1557.0,23.0,Male,Mobile,25.23,7.0,1.0,8.0,1.0,0.0,1.0,17.36,83.09,1.0
1558.0,32.0,Female,Desktop,12.04,19.0,6.0,4.0,0.0,1.0,0.0,14.09,36.75,1.0
1559.0,49.0,Male,Mobile,2.85,15.0,0.0,8.0,0.0,0.0,1.0,2.53,74.5,1.0
1560.0,28.0,Female,Mobile,2.91,6.0,5.0,5.0,1.0,,1.0,3.4,4.59,1.0
1561.0,40.0,Male,Desktop,2.24,10.0,13.0,6.0,0.0,0.0,1.0,3.08,8.96,1.0
1562.0,43.0,Female,Tablet,12.87,12.0,3.0,6.0,1.0,0.0,0.0,11.75,49.45,1.0
1563.0,51.0,Male,,21.83,13.0,2.0,1.0,1.0,0.0,1.0,32.13,58.68,1.0
1564.0,51.0,Male,Mobile,6.91,15.0,14.0,4.0,0.0,1.0,0.0,6.28,76.7,1.0
1565.0,46.0,Male,Mobile,19.75,19.0,10.0,1.0,1.0,1.0,1.0,14.1,29.77,1.0
1566.0,21.0,Female,Tablet,20.93,17.0,12.0,3.0,0.0,1.0,1.0,21.54,54.26,1.0
1567.0,34.0,Male,Tablet,8.4,13.0,0.0,2.0,1.0,1.0,1.0,7.55,6.25,1.0
1568.0,52.0,,Mobile,18.42,2.0,13.0,5.0,1.0,0.0,0.0,11.51,47.09,1.0
1569.0,30.0,Female,Mobile,20.86,18.0,5.0,4.0,1.0,1.0,1.0,10.91,67.13,1.0
1570.0,58.0,,Mobile,14.53,11.0,12.0,0.0,1.0,0.0,0.0,18.08,98.96,1.0
1571.0,56.0,Male,Mobile,10.76,5.0,6.0,1.0,0.0,0.0,0.0,15.42,76.8,1.0
1572.0,32.0,Female,Mobile,18.96,4.0,10.0,6.0,0.0,0.0,0.0,17.83,99.55,1.0
1573.0,,Female,Mobile,29.36,2.0,0.0,8.0,0.0,1.0,1.0,16.6,49.79,1.0
1574.0,46.0,Female,Desktop,13.38,16.0,10.0,0.0,,0.0,1.0,16.6,43.3,1.0
1575.0,28.0,Male,Tablet,12.36,7.0,0.0,3.0,0.0,1.0,0.0,16.9,83.42,1.0
1576.0,49.0,Female,Tablet,14.46,8.0,6.0,2.0,0.0,0.0,0.0,11.91,46.24,1.0
1577.0,19.0,Female,Mobile,3.21,8.0,10.0,4.0,1.0,0.0,1.0,2.32,75.61,1.0
1578.0,31.0,Female,Mobile,17.04,2.0,11.0,4.0,0.0,0.0,1.0,14.26,99.45,1.0
1579.0,37.0,Female,Desktop,10.53,15.0,5.0,9.0,0.0,1.0,1.0,14.83,72.46,1.0
1580.0,39.0,Male,Mobile,4.52,5.0,6.0,9.0,0.0,0.0,1.0,4.15,1.43,1.0
1581.0,28.0,Male,Desktop,14.52,19.0,14.0,1.0,0.0,1.0,1.0,16.76,18.03,1.0
1582.0,44.0,Female,Mobile,1.1,10.0,12.0,4.0,0.0,1.0,0.0,0.63,27.63,1.0
1583.0,20.0,Female,Mobile,12.65,9.0,7.0,3.0,0.0,0.0,1.0,9.89,82.21,1.0
1584.0,34.0,Female,Mobile,4.07,8.0,7.0,0.0,0.0,0.0,0.0,2.96,93.21,1.0
1585.0,45.0,Female,Mobile,1.7,5.0,8.0,0.0,0.0,1.0,1.0,0.96,64.97,1.0
1586.0,46.0,Male,Desktop,24.91,19.0,12.0,0.0,1.0,1.0,1.0,15.46,8.8,1.0
1587.0,38.0,Male,Mobile,27.57,13.0,8.0,7.0,0.0,0.0,1.0,25.27,49.95,1.0
1588.0,33.0,Male,Mobile,7.02,14.0,6.0,2.0,1.0,1.0,0.0,7.43,85.9,1.0
,54.0,Male,Mobile,16.64,8.0,8.0,8.0,0.0,0.0,0.0,13.51,36.22,1.0
1590.0,37.0,Female,Desktop,9.06,16.0,5.0,9.0,0.0,0.0,0.0,8.33,6.53,1.0
1591.0,23.0,Female,Mobile,15.31,5.0,8.0,1.0,0.0,0.0,0.0,19.28,77.96,1.0
1592.0,36.0,Male,Mobile,13.66,1.0,10.0,8.0,0.0,0.0,1.0,10.21,65.71,1.0
1593.0,22.0,Male,Mobile,8.8,19.0,1.0,8.0,0.0,0.0,1.0,4.7,46.7,1.0
1594.0,20.0,Female,Mobile,21.31,19.0,10.0,3.0,0.0,1.0,1.0,16.13,84.98,1.0
1595.0,18.0,Female,Mobile,4.67,17.0,1.0,3.0,0.0,0.0,1.0,6.64,84.97,1.0
1596.0,55.0,Female,Desktop,2.54,10.0,13.0,3.0,0.0,1.0,1.0,1.32,70.1,1.0
1597.0,32.0,Female,Mobile,23.26,5.0,5.0,0.0,1.0,0.0,0.0,14.63,94.23,1.0
1598.0,51.0,Female,Mobile,20.31,7.0,2.0,4.0,1.0,0.0,1.0,11.48,45.39,1.0
1599.0,52.0,Male,Desktop,15.46,16.0,1.0,5.0,1.0,1.0,0.0,13.56,72.89,1.0
1600.0,42.0,Male,Mobile,14.57,3.0,7.0,3.0,0.0,1.0,0.0,16.72,83.07,1.0
1601.0,41.0,Female,Mobile,15.42,12.0,6.0,7.0,0.0,1.0,0.0,21.75,63.56,1.0
1602.0,,Female,Mobile,13.67,14.0,7.0,2.0,0.0,0.0,0.0,17.69,55.31,1.0
1603.0,35.0,Male,Mobile,12.39,1.0,5.0,8.0,1.0,1.0,0.0,9.3,73.2,1.0
1604.0,32.0,Female,Desktop,15.49,7.0,8.0,6.0,1.0,1.0,0.0,17.58,35.45,1.0
1605.0,33.0,Male,Desktop,16.33,18.0,8.0,7.0,0.0,1.0,1.0,19.01,36.64,1.0
1606.0,44.0,Male,Desktop,21.07,4.0,1.0,6.0,1.0,1.0,1.0,12.44,97.66,1.0
,25.0,Male,Desktop,21.63,16.0,9.0,8.0,1.0,1.0,1.0,20.05,11.88,1.0
1608.0,42.0,Male,Mobile,11.95,11.0,4.0,1.0,0.0,0.0,1.0,9.69,84.2,1.0
1609.0,34.0,Female,Mobile,12.99,18.0,8.0,3.0,1.0,1.0,0.0,8.54,78.87,1.0
1610.0,46.0,Female,Mobile,11.84,16.0,2.0,1.0,1.0,0.0,1.0,6.61,5.42,1.0
1611.0,25.0,Male,Mobile,,7.0,4.0,7.0,0.0,0.0,0.0,8.73,70.35,1.0
1612.0,32.0,Female,Tablet,14.15,3.0,14.0,1.0,1.0,1.0,0.0,19.23,9.39,1.0
1613.0,44.0,Female,Desktop,26.8,5.0,7.0,7.0,0.0,1.0,1.0,22.26,21.05,1.0
1614.0,24.0,Female,Mobile,21.19,18.0,1.0,5.0,0.0,0.0,0.0,21.04,95.82,1.0
1615.0,20.0,Female,Mobile,27.06,17.0,14.0,6.0,,0.0,1.0,21.42,36.22,1.0
1616.0,46.0,,Mobile,21.56,1.0,5.0,5.0,0.0,1.0,1.0,14.36,5.68,1.0
1617.0,41.0,Female,Mobile,29.16,16.0,10.0,8.0,1.0,0.0,1.0,22.2,52.12,1.0
,20.0,Male,Mobile,19.44,15.0,3.0,3.0,1.0,0.0,1.0,13.02,20.64,1.0
1619.0,37.0,Male,Mobile,28.94,13.0,11.0,0.0,0.0,0.0,1.0,36.4,42.63,1.0
1620.0,32.0,Female,Desktop,5.59,7.0,14.0,8.0,1.0,0.0,1.0,7.87,10.17,1.0
1621.0,42.0,Male,Desktop,2.52,3.0,14.0,9.0,0.0,0.0,1.0,2.35,9.6,1.0
1622.0,,Female,Mobile,17.79,13.0,13.0,7.0,1.0,1.0,1.0,23.53,50.41,1.0
1623.0,31.0,Female,Mobile,29.52,16.0,11.0,0.0,0.0,0.0,0.0,,33.59,1.0
1624.0,24.0,Male,Mobile,13.11,1.0,5.0,9.0,0.0,0.0,1.0,12.41,15.53,
1625.0,34.0,Female,Desktop,7.15,1.0,2.0,5.0,0.0,1.0,0.0,7.04,58.04,1.0
1626.0,37.0,Male,Desktop,16.12,16.0,5.0,9.0,0.0,1.0,0.0,21.28,6.22,1.0
1627.0,53.0,Male,Tablet,19.82,2.0,6.0,3.0,0.0,0.0,1.0,28.47,75.27,1.0
1628.0,26.0,Female,Mobile,10.14,18.0,9.0,1.0,0.0,0.0,1.0,12.62,5.13,1.0
1629.0,55.0,Female,Desktop,21.73,18.0,2.0,2.0,0.0,0.0,1.0,30.17,97.04,1.0
1630.0,39.0,Female,Mobile,29.28,5.0,4.0,8.0,0.0,1.0,1.0,33.46,73.56,1.0
1631.0,19.0,Male,Mobile,27.01,5.0,12.0,4.0,1.0,0.0,1.0,36.17,89.72,1.0
1632.0,41.0,Female,Mobile,9.46,8.0,11.0,6.0,1.0,0.0,0.0,10.0,43.99,1.0
1633.0,25.0,Male,Mobile,10.47,9.0,7.0,1.0,1.0,,1.0,13.33,5.81,1.0
1634.0,28.0,Male,Desktop,11.77,14.0,14.0,7.0,1.0,1.0,1.0,14.19,22.94,1.0
1635.0,30.0,Female,Mobile,12.44,13.0,,2.0,1.0,1.0,0.0,15.54,97.11,1.0
1636.0,34.0,Female,Mobile,3.91,18.0,6.0,0.0,1.0,1.0,0.0,2.87,61.89,1.0
1637.0,25.0,Female,Mobile,23.1,4.0,12.0,7.0,1.0,1.0,0.0,15.1,22.79,1.0
1638.0,38.0,Male,Mobile,11.59,18.0,0.0,8.0,1.0,1.0,0.0,13.36,48.28,1.0
1639.0,35.0,Female,Mobile,,15.0,6.0,7.0,0.0,0.0,0.0,26.06,31.74,1.0
1640.0,47.0,Male,Mobile,27.88,7.0,,0.0,1.0,1.0,1.0,35.26,48.97,1.0
1641.0,35.0,Female,Mobile,1.71,13.0,3.0,6.0,1.0,1.0,1.0,1.11,83.66,1.0
1642.0,48.0,Female,Mobile,29.67,2.0,14.0,6.0,1.0,0.0,0.0,42.95,22.26,1.0
1643.0,55.0,Male,Tablet,21.59,9.0,3.0,3.0,1.0,0.0,0.0,26.0,39.91,1.0
1644.0,49.0,Male,Mobile,16.09,5.0,11.0,7.0,0.0,0.0,1.0,8.41,44.61,1.0
1645.0,28.0,Female,Mobile,12.3,1.0,4.0,4.0,0.0,0.0,0.0,13.24,58.71,1.0
1646.0,42.0,Female,Mobile,16.04,19.0,1.0,3.0,1.0,0.0,0.0,13.03,7.77,1.0
1647.0,,Female,Desktop,10.41,19.0,13.0,4.0,1.0,0.0,0.0,8.06,20.7,1.0
1648.0,55.0,Female,Desktop,19.06,13.0,13.0,1.0,0.0,1.0,0.0,26.73,39.78,1.0
1649.0,58.0,Female,Mobile,3.7,6.0,11.0,3.0,0.0,1.0,1.0,4.94,80.93,1.0
1650.0,25.0,Male,Mobile,19.01,10.0,10.0,9.0,0.0,1.0,0.0,9.69,18.68,
1651.0,28.0,Male,Desktop,8.99,11.0,11.0,7.0,1.0,0.0,0.0,6.13,88.15,1.0
1652.0,39.0,Male,Desktop,1.51,16.0,14.0,6.0,0.0,0.0,0.0,1.84,33.92,1.0
1653.0,41.0,Male,Desktop,17.03,1.0,5.0,7.0,0.0,1.0,0.0,22.96,25.38,1.0
